X	Y	NKNR	NKNAME
8.537361793	52.50408909	3417001	
8.57549753	52.5060075	3417002	
8.648891809	52.49867976	3417003	
8.632749724	52.51044923	3417004	
8.617303791	52.51980161	3417006	
8.624132671	52.50850449	3417007	
8.667597902	52.52034115	3418001	
7.595304366	52.46773094	3511001	
7.631395475	52.46810116	3511002	
7.658862592	52.45870939	3511003	
7.626721497	52.44800115	3511006	
7.620389765	52.44223508	3511007	
7.581555263	52.42777873	3511008	
7.628892545	52.44692472	3511009	
7.627919455	52.44349602	3511010	
7.724252864	52.40025591	3512001	
7.707294447	52.41608811	3512002	
7.668283066	52.41468839	3512003	
7.667946852	52.41747752	3512004	
8.309521381	52.43770588	3515002	
8.305925359	52.44323768	3515003	
8.310796101	52.44388594	3515004	
8.317119085	52.44693301	3515005	
8.321623061	52.45180844	3515006	
8.309872138	52.45793655	3515007	
8.322068562	52.45199314	3515008	
8.309983286	52.43743841	3515009	
8.453233216	52.40489084	3516001	
8.353086807	52.4495419	3516006	
8.345043733	52.44378039	3516007	
8.383973266	52.43851943	3516008	
8.4033605	52.43106852	3516009	
8.445754421	52.43226704	3516011	
8.465737128	52.43844177	3516012	
8.483286785	52.4526705	3516013	
8.491126635	52.46006989	3516014	
8.483094264	52.46014457	3516015	
8.455333359	52.46413333	3516016	
8.367422056	52.44462401	3516017	
8.366608629	52.44176198	3516018	
8.342750734	52.43943401	3516019	
8.506152247	52.41203557	3517001	
8.519961462	52.41720833	3517002	
8.615589008	52.4095769	3517005	
8.501647085	52.43769617	3517008	
8.578498637	52.44021105	3517009	
8.591758815	52.44231471	3517010	
8.610722017	52.43219691	3517013	
8.652696591	52.45020659	3517019	
8.656001325	52.45549493	3517020	
8.653574707	52.45822378	3517021	
8.531233992	52.46281074	3517024	
8.577547401	52.46492401	3517026	
8.593557008	52.45788888	3517027	
8.587635343	52.45669748	3517028	
8.618787424	52.45708094	3517029	
8.629572159	52.48907811	3517032	
8.57561515	52.49506586	3517033	
8.528471688	52.46589752	3517034	
8.548095888	52.43909458	3517035	
8.549715268	52.42634391	3517036	
8.595429294	52.44033493	3517039	
8.604043933	52.42775912	3517040	
8.597713188	52.41498158	3517041	
8.560962591	52.41228546	3517044	
8.613520835	52.4193841	3517045	
8.614878814	52.41956082	3517046	
8.623802319	52.42667417	3517047	
8.623316667	52.43523113	3517048	
8.665926432	52.41629434	3518002	
8.671044143	52.41708464	3518003	
8.705423801	52.41404368	3518004	
8.710586	52.46097894	3518006	
8.708018063	52.39894565	3518029	
8.891250393	52.40020404	3519001	
8.945562392	52.41456325	3519002	
8.971705786	52.42096649	3519003	
8.96739704	52.42685749	3519004	
8.949928368	52.41562823	3519006	
9.057592107	52.39995161	3520001	
9.02010348	52.4075108	3520002	
9.015720891	52.41245766	3520003	
9.020604109	52.41638856	3520004	
9.027341924	52.415936	3520005	
9.034814523	52.42112681	3520006	
9.063904672	52.41703828	3520008	
9.064868831	52.42146191	3520009	
9.110356796	52.42321061	3520010	
9.052009211	52.42520569	3520011	
9.03851006	52.42799144	3520012	
9.054744987	52.4298107	3520014	
9.094884933	52.44299006	3520015	
9.007751209	52.45750714	3520016	
9.041763483	52.44843569	3520017	
9.049796881	52.46475792	3520018	
9.090250378	52.47573926	3520019	
9.102496435	52.47448185	3520021	
9.117383356	52.46405008	3520023	
9.114661964	52.48545563	3520024	
9.064240779	52.4832606	3520025	
9.043015359	52.48772042	3520026	
9.06316666	52.49719926	3520027	
9.049100589	52.46368164	3520028	
9.011785906	52.4166594	3520029	
7.150066977	52.33829039	3608010	Nordhorn/Bad Bentheim
7.066470149	52.3246569	3608011	Gildehaus
7.04343859	52.31366196	3608012	GrenzÃ¼bergang Bad Bentheim
7.257896419	52.35661434	3609019	EmsbÃ¼ren
7.258600702	52.34130574	3609020	Kreuz SchÃ¼ttorf
7.257771899	52.32358334	3609021	SchÃ¼ttorf-Ost
7.247005889	52.34215394	3609022	SchÃ¼ttorf-Nord
7.451889576	52.33824303	3610001	
7.488336618	52.35208966	3610002	
7.382507485	52.30697377	3610003	
7.489895047	52.3041792	3610005	Rheine
7.430740051	52.32241957	3610006	Rheine-Nord
7.423807037	52.31368592	3610007	
7.427452329	52.31656859	3610008	
7.430784354	52.32270145	3610009	
7.339734855	52.34239032	3610169	Salzbergen
7.581670167	52.39416645	3611002	
7.587246365	52.30021269	3611004	
7.592227116	52.30057982	3611005	
7.599026131	52.30061436	3611006	
7.633475939	52.30977363	3611007	
7.603650573	52.31225435	3611009	
7.583638046	52.31220522	3611010	
7.54612671	52.30920923	3611011	
7.508868333	52.33000033	3611012	
7.507517713	52.33586698	3611013	
7.624130773	52.32811498	3611014	
7.643521785	52.34077942	3611015	
7.589766239	52.34864472	3611016	
7.613433943	52.37269775	3611018	
7.594983912	52.38160465	3611022	
7.60262168	52.38298533	3611023	
7.627837579	52.37132726	3611024	
7.609951181	52.38610521	3611025	
7.601887015	52.30132331	3611027	
7.596403245	52.30041743	3611028	
7.586571005	52.37651511	3611029	
7.69113089	52.30107659	3612001	
7.762959539	52.30983292	3612002	
7.784712693	52.3145878	3612003	
7.778650512	52.31850448	3612005	
7.768018226	52.32160374	3612006	
7.761711758	52.32372077	3612007	
7.674796419	52.3140753	3612008	
7.698195855	52.32310782	3612009	
7.749851048	52.33049735	3612010	
7.826613059	52.33688509	3612012	
7.694976185	52.3507385	3612015	
7.713639938	52.34770956	3612016	
7.72748802	52.35071264	3612017	
7.727204555	52.35142752	3612018	
7.793523593	52.35196574	3612019	
7.790472837	52.3574878	3612020	
7.771411796	52.35768615	3612021	
7.759287117	52.35966877	3612022	
7.71679907	52.3599246	3612023	
7.718647017	52.3703984	3612025	
7.718526965	52.36051384	3612026	
7.720606337	52.36964007	3612027	
7.716831866	52.37773236	3612028	
7.805345019	52.37199178	3612029	
7.753531628	52.39006034	3612030	
7.692334281	52.30007039	3612034	
7.668934461	52.31279333	3612036	
7.698907769	52.32276815	3612038	
7.69641041	52.34866669	3612039	
7.704917085	52.3701943	3612040	
7.794027174	52.31182841	3612041	
7.820756587	52.31167511	3612042	
7.991004622	52.30671151	3613002	
7.947745571	52.33781969	3613003	
7.902806638	52.37543053	3613004	
7.863724361	52.37515539	3613005	
7.861448436	52.31333485	3613007	
7.877699189	52.3128482	3613009	
7.873229096	52.31378118	3613010	
7.937729046	52.31238169	3613013	
7.941250028	52.31382004	3613014	
7.947130001	52.31226175	3613015	
7.942450125	52.30337918	3613016	
7.967360926	52.3150528	3613018	
7.945447437	52.33755506	3613020	
7.881384918	52.35125522	3613021	
7.891553481	52.35959996	3613022	
7.945089191	52.33276324	3613023	
7.929912701	52.30663763	3613024	
7.965885255	52.32308006	3613026	A 1, Grz. NW-NI (Zweigkanal)
7.944675301	52.30399089	3613027	A 1, Grz. NI-NW (OsnabrÃ¼ck-Hafen)
7.872927724	52.31529996	3613029	
7.955756826	52.30551282	3613030	
7.87643231	52.30713138	3613031	
7.944358793	52.30340693	3613255	OsnabrÃ¼ck-Hafen
8.038282304	52.39464219	3614001	Bramsche
8.019969325	52.34167203	3614004	OsnabrÃ¼ck-Nord
8.109843159	52.30329856	3614043	A 33, B 51
8.49557784	52.3063988	3616001	
8.491586521	52.30638966	3616002	
8.483834892	52.30809144	3616003	
8.467680014	52.30965175	3616004	
8.496627304	52.34098581	3616009	
8.442431518	52.35900921	3616010	
8.498910515	52.36548673	3616012	
8.491099184	52.36845275	3616013	
8.45555518	52.37534318	3616014	
8.452673857	52.37618328	3616015	
8.394179268	52.3837945	3616016	
8.450042765	52.38612258	3616019	
8.444393105	52.3864316	3616020	
8.428845981	52.38923201	3616021	
8.476291183	52.38689061	3616022	
8.484389915	52.38710803	3616023	
8.484247322	52.39091656	3616024	
8.34735835	52.3961419	3616025	
8.485830292	52.30790261	3616027	
8.441973195	52.36142388	3616268	
8.506867153	52.30066013	3617001	
8.566531283	52.30295532	3617002	
8.566043914	52.30716325	3617004	
8.645134482	52.31071434	3617010	
8.590480269	52.32221472	3617011	
8.54283168	52.33958774	3617013	
8.558456743	52.33659464	3617014	
8.664095128	52.34580141	3617018	
8.649574201	52.34828675	3617019	
8.566017964	52.35396992	3617023	
8.562902273	52.35381295	3617024	
8.557026871	52.35392526	3617025	
8.635784003	52.37183206	3617031	
8.660149613	52.37572261	3617032	
8.628406889	52.38761605	3617033	
8.632977495	52.37730415	3617034	
8.522794756	52.39033525	3617035	
8.552485689	52.39207141	3617036	
8.610375957	52.30734237	3617042	
8.622330861	52.30974104	3617043	
8.615639526	52.39604781	3617046	
8.625022075	52.39505516	3617047	
8.600190034	52.39610222	3617049	
8.578634369	52.36574662	3617050	
8.645895333	52.32354746	3617051	
8.650314467	52.34512347	3617052	
8.595986641	52.30223362	3617053	
8.625514107	52.32564594	3617055	
8.499772191	52.365059	3617057	
8.651769718	52.39259679	3617058	
8.617410383	52.33909227	3617060	
8.606319993	52.35216083	3617061	
8.554323778	52.36789203	3617062	
8.592242885	52.31743263	3617063	
8.608753735	52.37290295	3617065	
8.611622905	52.37392012	3617066	
8.638894195	52.36704219	3617067	
8.650856402	52.34403654	3617068	
8.599212265	52.30229108	3617069	
8.621982684	52.37438632	3617070	
8.630584145	52.32547741	3617074	
8.699659901	52.30133854	3618002	
8.697108062	52.30195501	3618003	
8.666839335	52.31052767	3618004	
8.734829779	52.30268549	3618006	
8.738154957	52.30919125	3618007	
8.666841462	52.32602221	3618009	
8.778051685	52.32494366	3618012	
8.747862457	52.3341406	3618013	
8.743456805	52.33726867	3618014	
8.803225001	52.33743768	3618015	
8.734508367	52.34309012	3618017	
8.671994007	52.3533131	3618019	
8.674876809	52.35631392	3618020	
8.672066993	52.35943501	3618021	
8.775410477	52.37165328	3618027	
8.704992855	52.39473885	3618028	
8.792318255	52.38950559	3618031	
8.7765078	52.39580219	3618032	
8.795225043	52.3976311	3618033	
8.725425953	52.38741304	3618037	
8.697028729	52.39690261	3618038	
8.789095797	52.38071464	3618040	
8.808959379	52.38180696	3618041	
8.820319449	52.3136336	3618042	
8.821560276	52.31451934	3618043	
8.865956491	52.30091814	3619004	
8.859489227	52.30246572	3619005	
8.881409524	52.31340965	3619011	
8.879931929	52.316993	3619012	
8.99552085	52.31726401	3619013	
8.994915407	52.32061388	3619014	
8.8934737	52.32084645	3619020	
8.940645633	52.34192144	3619021	
8.904381159	52.3340417	3619023	
8.87763298	52.33565198	3619024	
8.833614461	52.33769055	3619026	
8.832838118	52.33857667	3619027	
8.853576309	52.35042579	3619028	
8.85045324	52.35394288	3619030	
8.852035347	52.35750722	3619031	
8.903018189	52.36547609	3619033	
8.853291037	52.3894858	3619036	
8.994723633	52.37585565	3619043	
8.908243632	52.39083047	3619048	
8.84301442	52.3379335	3619051	
8.846539806	52.37523572	3619052	
8.865549693	52.3722524	3619053	
8.983890566	52.30943145	3619058	
8.989234914	52.30959335	3619059	
8.953176815	52.33297425	3619060	
8.962406351	52.33652672	3619061	
8.851769493	52.38709849	3619064	
8.913381673	52.38099394	3619066	
8.954037769	52.38010644	3619067	
8.954054472	52.37612174	3619068	
8.996402868	52.37662221	3619069	
8.911114296	52.29949047	3619070	
8.915977376	52.29986963	3619071	
8.993485482	52.3387632	3619072	
8.955201576	52.38471044	3619073	
8.884062723	52.31258042	3619074	
8.957205023	52.39106546	3619075	
8.92560293	52.29866456	3619079	
9.041140946	52.34133404	3620001	
9.004541759	52.36786992	3620003	
9.00726174	52.36251742	3620004	
9.083971078	52.37447236	3620007	
9.098726566	52.37297537	3620008	
9.007031467	52.39471566	3620009	
9.052642468	52.38593157	3620010	
9.092399846	52.39527832	3620011	
9.100055533	52.39621697	3620012	
9.10883484	52.39282013	3620013	
9.010079817	52.3670342	3620014	
9.01122893	52.37427615	3620016	
9.048052304	52.37061744	3620054	
9.048799139	52.37423581	3620059	
9.068171353	52.37295638	3620060	
9.077322494	52.37203747	3620061	
9.092962117	52.37217873	3620062	
9.078218266	52.37290202	3620150	
6.979674082	52.21520904	3707001	
6.988507172	52.21475839	3707002	
7.006340963	52.22822646	3708001	
7.065864523	52.24123763	3708002	
7.053601215	52.21500372	3708003	
7.052421657	52.22884243	3708004	
7.017839552	52.20994692	3708005	
7.027944138	52.20793623	3708007	
7.053997645	52.20431329	3708009	
7.070832034	52.20337734	3708010	
7.165619634	52.24942369	3708015	Ochtrup-Nord
7.159068775	52.20576546	3708016	
7.033000046	52.21549461	3708017	
7.006674647	52.21311927	3708018	
7.0401494	52.20702085	3708019	
7.020678527	52.21586834	3708020	
7.014995743	52.20561433	3708021	
7.053765556	52.21032894	3708022	
7.329793937	52.21331757	3709005	
7.302952884	52.20011848	3709011	
7.23564592	52.22131281	3709013	
7.254627019	52.23066322	3709014	
7.317086179	52.25077705	3709015	
7.292573824	52.24430876	3709016	
7.31830983	52.25384954	3709017	
7.169076132	52.26589817	3709019	
7.283985424	52.26408604	3709020	
7.303993692	52.26900753	3709021	
7.186903774	52.20282006	3709024	
7.169094241	52.20712329	3709025	
7.297592518	52.20689486	3709026	
7.22316258	52.20175518	3709029	
7.178313202	52.26559199	3709032	A 31, Grz. NW-NI (nÃ¶rdl. Ochtrup-Nord)
7.327528917	52.2121709	3709033	
7.31914147	52.21405275	3709034	
7.322331216	52.20518256	3709035	
7.302477909	52.20154	3709037	
7.185866965	52.21072367	3709038	
7.443211492	52.20527297	3710001	
7.365194966	52.23800668	3710002	
7.346322912	52.20382622	3710003	
7.4202095	52.24489468	3710005	
7.451292831	52.23674997	3710006	
7.497214111	52.22827526	3710009	
7.361927147	52.2680127	3710016	
7.45409839	52.27626782	3710019	
7.434413315	52.27978454	3710020	
7.444455675	52.27860964	3710021	
7.351220957	52.28458183	3710024	
7.493422221	52.29249852	3710025	
7.480610472	52.29781503	3710026	
7.379447629	52.25051184	3710028	
7.438846686	52.27603855	3710034	
7.493128969	52.22762666	3710035	
7.440239522	52.26823589	3710036	
7.379681404	52.24424919	3710037	
7.370217498	52.23752768	3710039	
7.432676284	52.28455081	3710040	
7.403725832	52.26587148	3710041	
7.409898647	52.29470981	3710042	
7.411515609	52.29411298	3710043	
7.375225671	52.22379446	3710044	
7.381298359	52.22698296	3710045	
7.443538732	52.27099057	3710046	
7.405115099	52.26653276	3710047	
7.407740206	52.24517045	3710048	
7.564641571	52.2145617	3711004	
7.572467756	52.23231967	3711005	
7.538301552	52.23933161	3711006	
7.52420972	52.24069814	3711007	
7.513366838	52.24963698	3711008	
7.549526102	52.27374092	3711009	
7.508841864	52.29062339	3711010	
7.53275004	52.26974498	3711011	
7.645254021	52.24800537	3711013	
7.622473519	52.26225641	3711016	
7.574763084	52.27424153	3711018	
7.614387443	52.28861657	3711019	
7.627601917	52.28746893	3711020	
7.648962451	52.29799944	3711021	
7.588636911	52.27895018	3711022	
7.603963049	52.28066333	3711023	
7.607153581	52.2803258	3711024	
7.592636137	52.29335235	3711025	
7.65870674	52.29608599	3711026	
7.564855989	52.29476327	3711027	
7.634387585	52.25469696	3711029	
7.601101295	52.29121625	3711030	
7.601329493	52.28771182	3711031	HÃ¶rstel
7.541235266	52.29073945	3711032	Rheine-Kanalhafen
7.588921512	52.27158342	3711033	
7.615343608	52.26591817	3711034	
7.657129871	52.27095103	3711035	IbbenbÃ¼ren-West
7.665524539	52.27554019	3711037	
7.790456213	52.20916378	3712002	
7.81150896	52.21794248	3712003	
7.814714046	52.21856942	3712004	
7.745921327	52.2219049	3712005	
7.690729138	52.23216148	3712006	
7.693886987	52.23847194	3712007	
7.744908556	52.24138584	3712008	
7.755166318	52.24384354	3712010	
7.797986665	52.25015593	3712011	
7.789454368	52.26282046	3712014	
7.78903117	52.26474725	3712015	
7.728258641	52.25913685	3712016	
7.71644151	52.26676466	3712017	
7.74981608	52.27279697	3712019	
7.788310398	52.26987633	3712020	
7.829984746	52.27349734	3712021	
7.787686731	52.28208326	3712022	
7.7815078	52.28269313	3712023	
7.720147056	52.27816936	3712025	
7.712638885	52.27935248	3712027	
7.709346785	52.28058377	3712028	
7.698100693	52.29566777	3712029	
7.718430028	52.29050338	3712030	
7.721051702	52.28984988	3712031	
7.724882964	52.28916842	3712032	
7.732889731	52.2873978	3712033	
7.774791925	52.29588211	3712034	
7.823720633	52.29622719	3712035	
7.825618653	52.2961956	3712036	
7.747603526	52.28480343	3712038	
7.816322012	52.19992397	3712039	
7.812379066	52.20268422	3712041	Lengerich
7.740136343	52.20990812	3712043	
7.681020109	52.29092542	3712046	
7.750734039	52.22004287	3712052	
7.773634003	52.25693377	3712055	Laggenbeck
7.71158593	52.25734335	3712056	IbbenbÃ¼ren
7.773117834	52.2540321	3712057	
7.709714019	52.27340589	3712059	
7.717663368	52.27156547	3712060	
7.685883141	52.27328197	3712061	
7.712280076	52.25827682	3712062	
7.772493156	52.26096379	3712063	
7.727286725	52.25945939	3712064	
7.713540171	52.2599642	3712065	
7.742532628	52.26504471	3712066	
7.740090672	52.22182253	3712067	
7.820061992	52.20236667	3712068	
7.749236309	52.26353317	3712069	
7.766817875	52.27256836	3712071	
7.906067916	52.20234831	3713001	
7.905675937	52.21130731	3713002	
7.927058535	52.24071998	3713003	
7.955907789	52.27340027	3713004	
7.881390903	52.21665071	3713007	
7.891595113	52.21971821	3713008	
7.896790697	52.22865326	3713009	
7.833402907	52.23359992	3713010	
7.861163973	52.24823392	3713011	
7.884910377	52.24782043	3713012	
7.872892516	52.25135513	3713015	
7.863556197	52.25325836	3713016	
7.860831088	52.26699783	3713017	
7.859303497	52.2655782	3713018	
7.91441349	52.2731197	3713020	
7.893309589	52.27788481	3713022	
7.863525157	52.27939831	3713024	
7.846661876	52.28242097	3713025	
7.912128578	52.29474459	3713026	
7.90291299	52.28870772	3713028	
7.930676288	52.29211873	3713030	
7.904189706	52.20105664	3713031	
7.883775529	52.21041129	3713032	
7.928502816	52.24087157	3713033	
7.867606683	52.226486	3713036	
7.894743305	52.26643475	3713037	Lotte
7.926879503	52.26821757	3713038	Kreuz Lotte/OsnabrÃ¼ck
7.950312296	52.26780286	3713039	A 30, Grz. NW-NI (westl. Hasbergen-Gaste)
7.896797664	52.27664943	3713040	
7.937907723	52.28417954	3713041	A 1, Grz. NW-NI (Lotte)
7.910165845	52.28177186	3713042	
7.861204247	52.25909651	3713043	
7.894098249	52.26393215	3713044	
7.913698122	52.24653464	3713045	
7.92500295	52.29336908	3713046	
7.92830278	52.28838721	3713047	
7.96216786	52.26804592	3713307	Hasbergen-Gaste
8.004229389	52.26344547	3714002	OsnabrÃ¼ck-Hellern
8.061447169	52.24460059	3714004	OsnabrÃ¼ck-Nahne
8.162367991	52.23336815	3714018	Bissendorf
8.130252861	52.24386094	3714020	Natbergen
8.035709808	52.24442578	3714021	OsnabrÃ¼ck-Sutthausen
8.10274038	52.26775817	3714028	OsnabrÃ¼ck-LÃ¼stringen
8.087797961	52.24589645	3714038	Kreuz OsnabrÃ¼ck-SÃ¼d
8.093390553	52.2561053	3714040	OsnabrÃ¼ck-Fledder
8.097990057	52.22438361	3714041	Harderberg
8.141425969	52.20025762	3714042	Borgloh/Kloster Oesede
8.107374627	52.2976568	3714063	OsnabrÃ¼ck-Widukindland
8.27255251	52.21570432	3715006	Gesmold
8.456366157	52.20050558	3716002	
8.49559336	52.21779333	3716003	
8.474131702	52.22174858	3716004	
8.489043669	52.22165263	3716005	
8.487888993	52.22751425	3716006	
8.482125779	52.24038114	3716007	
8.491959302	52.2481237	3716008	
8.467419969	52.24825958	3716010	
8.462458299	52.27757044	3716012	
8.480645239	52.25097011	3716017	
8.484773989	52.25038335	3716018	
8.460157352	52.19873031	3716019	A 30, Grz NI-NW (BruchmÃ¼hlen)
8.46212676	52.19865642	3716025	BruchmÃ¼hlen
8.518708778	52.20706048	3717002	
8.582873858	52.20642449	3717012	
8.59270608	52.20693485	3717013	
8.652848242	52.20430204	3717014	
8.63760852	52.21762416	3717015	
8.662040233	52.22048367	3717016	
8.55861266	52.20745098	3717018	
8.503407514	52.21425608	3717019	
8.581057465	52.22636844	3717020	
8.594450023	52.22618428	3717021	
8.634808006	52.22756159	3717022	
8.638773443	52.24279306	3717024	
8.609895545	52.24086221	3717027	
8.601508344	52.24502476	3717028	
8.574587742	52.2407772	3717029	
8.515959858	52.23465502	3717030	
8.534582991	52.23926156	3717031	
8.50957545	52.24478527	3717032	
8.525948156	52.24483245	3717033	
8.525283086	52.24572294	3717034	
8.565785827	52.25278841	3717035	
8.597442861	52.25652224	3717036	
8.609877002	52.25608818	3717037	
8.598694702	52.26486227	3717038	
8.60845145	52.26501432	3717039	
8.520476257	52.26132982	3717040	
8.516258896	52.27390749	3717041	
8.531995931	52.28884572	3717042	
8.634365842	52.27495	3717044	
8.633813487	52.27791254	3717045	
8.632208999	52.28559073	3717047	
8.6124594	52.23907152	3717050	
8.545376347	52.20522254	3717052	
8.590254839	52.20341628	3717054	
8.635046645	52.2327533	3717055	
8.567666604	52.20318782	3717056	
8.65146229	52.20344651	3717057	
8.63539688	52.2672912	3717058	
8.642448829	52.26928278	3717059	
8.652534612	52.27340647	3717060	
8.601324371	52.20981826	3717064	
8.59440293	52.27212326	3717065	
8.665587348	52.28819332	3717066	
8.755999968	52.20225638	3718002	
8.759590877	52.20429159	3718004	
8.760440313	52.2108778	3718005	
8.721345288	52.21339324	3718014	
8.780499446	52.2157655	3718018	
8.801408257	52.21588392	3718019	
8.779947733	52.2203614	3718020	
8.798615291	52.22219073	3718022	
8.815733943	52.23092289	3718023	
8.818291505	52.2192454	3718024	
8.666929058	52.23812332	3718025	
8.678536372	52.23746017	3718026	
8.678903896	52.23938976	3718027	
8.703668484	52.23825637	3718028	
8.739114261	52.23637656	3718029	
8.794681354	52.23288797	3718030	Bad Oeynhausen-Nord
8.793041773	52.25062182	3718032	
8.783684014	52.24720795	3718033	
8.781697424	52.25170017	3718034	
8.698140575	52.25412777	3718037	
8.695609007	52.25471983	3718038	
8.758568326	52.21754737	3718041	
8.739507301	52.25087696	3718043	
8.741695026	52.25371085	3718044	
8.746451524	52.25333631	3718045	
8.809219437	52.26723231	3718047	
8.825423189	52.26670896	3718048	
8.829272263	52.27739763	3718049	
8.795886307	52.28839144	3718050	
8.77448322	52.26855756	3718051	
8.771723687	52.27374956	3718052	
8.777266408	52.27303008	3718053	
8.775710418	52.27399088	3718054	
8.741079384	52.27242164	3718056	
8.755787293	52.27472433	3718057	
8.762082357	52.28050143	3718058	
8.756509742	52.2832578	3718059	
8.761990409	52.29775976	3718060	
8.672125542	52.27224697	3718062	
8.669162263	52.27510523	3718063	
8.706985924	52.27539963	3718064	
8.714589711	52.27478295	3718065	
8.711330196	52.27520735	3718066	
8.727421229	52.29408935	3718067	
8.70421176	52.24027959	3718072	
8.758880633	52.20286579	3718075	
8.804303717	52.20796977	3718080	B 61/L 772
8.816540443	52.23227175	3718081	Dehme
8.713734438	52.20851988	3718082	LÃ¶hne
8.745917446	52.20220908	3718083	Gohfeld
8.741610115	52.24708703	3718085	
8.827544038	52.21697043	3718086	Bad Oeynhausen-Ost
8.710050994	52.29849235	3718088	
8.742988182	52.24735301	3718089	
8.829082514	52.21654463	3718090	
8.727104319	52.19971319	3718093	
8.714070332	52.21158056	3718095	
8.815283313	52.22989848	3718102	
8.871544199	52.20313369	3719004	
8.898839245	52.20477975	3719005	
8.926205893	52.2050255	3719007	
8.954705468	52.21506688	3719008	Veltheim
8.87559598	52.2112201	3719010	Porta Westfalica
8.917089722	52.22278909	3719012	
8.902931795	52.22890314	3719013	
8.832439286	52.23281228	3719014	
8.839406395	52.23952184	3719015	
8.834046187	52.23479006	3719016	
8.912553198	52.23509164	3719017	
8.911838359	52.23601142	3719018	
8.901163824	52.24673859	3719019	
8.941313131	52.23354636	3719021	
8.939640322	52.24167597	3719022	
8.92017172	52.24091266	3719023	
8.921127284	52.24038381	3719025	
8.911154404	52.24993043	3719026	
8.871749247	52.2601722	3719028	
8.942571684	52.25050908	3719031	
8.996921271	52.25195911	3719032	
8.929987675	52.25499243	3719033	
8.934838034	52.25822347	3719034	
8.931610041	52.25967012	3719035	
8.975803042	52.26938067	3719036	
8.974682672	52.27027628	3719037	
8.961320654	52.27822574	3719038	
8.864280696	52.2728313	3719039	
8.891645614	52.25698972	3719040	
8.88847848	52.27363974	3719041	
8.893492472	52.26041988	3719042	
8.896947264	52.2631255	3719043	
8.864159772	52.29825131	3719044	
8.90257313	52.29453112	3719048	
8.926531169	52.28945802	3719052	
8.930150484	52.28926746	3719053	
8.845082466	52.20261931	3719055	
8.941602455	52.25463637	3719070	
8.96388455	52.27146244	3719071	
8.966457578	52.27771832	3719073	
8.840841816	52.20511127	3719074	Kreuz Bad Oeynhausen
8.927941999	52.25145029	3719075	
8.928631298	52.27114193	3719076	
8.965470683	52.275666	3719077	
8.853332873	52.27289141	3719080	
8.84960756	52.26325507	3719081	
8.97291033	52.28802514	3719083	
8.967685869	52.27996784	3719084	
8.91429739	52.24381951	3719085	
8.912067451	52.26656113	3719086	
8.904071759	52.2782396	3719087	
8.878868032	52.21360672	3719089	
8.97254506	52.26733211	3719090	
8.875263798	52.2100667	3719091	
8.936222731	52.2977414	3719092	
8.84568531	52.20056414	3719093	Kreuz Bad Oeynhausen (Ãœbergang A30/B514)
8.897776221	52.26424849	3719094	
8.895624961	52.26411761	3719095	
8.841517296	52.22149167	3719097	
8.932596388	52.2893124	3719099	
8.933661452	52.29339304	3719100	
8.901036495	52.28814103	3719118	
8.865622995	52.21118749	3719119	
9.014854629	52.19925969	3720001	
9.014222336	52.20115604	3720003	
9.044695313	52.20051973	3720005	
9.036407867	52.2186432	3720006	
9.036858652	52.22061123	3720007	A 2, Grz. NW-NI (Kleinenbremen)
9.040175216	52.22554252	3720008	
9.070996867	52.22761532	3720009	
9.035574776	52.23755754	3720010	
9.046204095	52.24412406	3720011	
9.108723582	52.2215658	3720103	Bad Eilsen
9.125331183	52.22051289	3720145	Bad Eilsen (Ostabfahrt)
9.245227107	52.23236256	3721039	Rehren
6.884151899	52.09864333	3807001	
6.861959177	52.09882186	3807002	
6.986145513	52.11877701	3807004	
6.976710429	52.12192307	3807005	
6.920225393	52.12160406	3807006	
6.905075248	52.12320127	3807007	
6.905809813	52.12638684	3807008	
6.91584317	52.12731323	3807009	
6.937957722	52.14536898	3807011	
6.917312211	52.16001806	3807012	
6.868199497	52.12839163	3807013	
6.915672029	52.17761787	3807014	
6.973887787	52.17734426	3807015	
6.98850946	52.1241785	3807016	
6.987023146	52.10080582	3807018	
6.915998982	52.13709957	3807020	
6.973084918	52.1780038	3807021	
6.962287553	52.19341864	3807022	
6.975229164	52.19160945	3807023	
6.975015308	52.1926675	3807024	
6.854982572	52.09944603	3807025	
7.053004389	52.17334321	3808001	
7.028680733	52.19369785	3808002	
7.113651509	52.11565998	3808003	
7.150375257	52.11792551	3808004	
7.099960992	52.12430077	3808005	
7.084864006	52.11799587	3808006	
7.149768123	52.1381732	3808012	
7.140220499	52.15835827	3808013	
7.130245973	52.16059179	3808014	
7.036243879	52.176552	3808016	
7.048714415	52.17600289	3808017	
7.086592764	52.11871258	3808024	Heek
7.115913947	52.19207753	3808025	Gronau/Ochtrup
7.043301259	52.17899442	3808026	
7.103897002	52.13304896	3808027	
7.162309616	52.19577188	3808029	
7.044300799	52.18146058	3808030	
7.068590229	52.19413637	3808031	
7.028415857	52.19462146	3808032	
7.093146343	52.12138136	3808034	
7.097796381	52.10926049	3808037	
7.095565781	52.11726674	3808038	
7.04305997	52.189251	3808042	
7.199758374	52.10368469	3809001	
7.224238853	52.10563401	3809002	
7.267137352	52.12117259	3809003	
7.293283884	52.11412102	3809004	
7.325743836	52.09931419	3809005	
7.19672821	52.13962486	3809006	
7.323467283	52.19837884	3809007	
7.211781415	52.14436868	3809008	
7.21348715	52.14411706	3809009	
